# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 331K of event 'cycles'
# Event count (approx.): 21195403568036
#
# Children      Self  Command          Shared Object              Symbol                                          
# ........  ........  ...............  .........................  ................................................
#
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] rb_insert_color
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] enqueue_hrtimer
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __lock_task_sighand
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] map_id_range_down
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] generic_permission
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] inode_permission.part.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] clean_page_buffers
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] security_file_open
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] i40e_update_pf_stats
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] i40e_service_task
     0.00%     0.00%  top              [kernel.kallsyms]          [k] _raw_spin_lock
     0.00%     0.00%  top              [kernel.kallsyms]          [k] proc_pid_statm
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] run_posix_cpu_timers
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pmd_val
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] queued_spin_unlock
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __ptrace_may_access
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] ptrace_may_access
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] irq_enter_rcu
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] mem_cgroup_swapin_uncharge_swap
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] update_cfs_group
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] __x64_sys_epoll_pwait
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] dequeue_task
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] dequeue_task_fair
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] do_epoll_pwait.part.0
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] do_epoll_wait
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] schedule_hrtimeout_range
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] perf_event_mmap
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __task_rq_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_lock_anon_vma_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __d_lookup_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] shrink_lruvec
     0.00%     0.00%  redis-server     libc.so.6                  [.] 0x00000000001b25e6
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] getname
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] sugov_iowait_boost
     0.00%     0.00%  redis-server     libjemalloc.so.2           [.] malloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] security_file_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __compaction_suitable
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] compaction_suitable
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] wakeup_kcompactd
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] ktime_get_update_offsets_now
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] hrtimer_start_range_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] native_send_call_func_single_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __swap_entry_free_locked
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] put_dec_trunc8
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] ___pte_free_tlb
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] free_pgd_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] free_pgtables
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mod_lruvec_page_state.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] rcu_gp_kthread_wake
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] rcu_report_qs_rnp
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] swake_up_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] wake_up_process
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] seq_open
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] ksm_might_need_to_copy
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ptep_clear_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] x86_pmu_disable
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] update_fast_timekeeper
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] pfn_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __task_pid_nr_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] flush_tlb_batched_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] smp_call_function_single_async
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] aa_get_task_label
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] ima_file_check
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] security_task_getsecid_subj
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]          [k] wq_worker_running
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]          [k] schedule
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] errseq_sample
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __page_cache_release
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __irqentry_text_end
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] _raw_spin_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __mem_cgroup_threshold
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] perf_event_task_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] workingset_age_nonresident
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] rcu_implicit_dynticks_qs
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] ext4_da_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] get_page_from_freelist
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] grab_cache_page_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] pagecache_get_page
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] rmqueue_bulk
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] iterate_groups
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rb_next
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] put_prev_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] put_prev_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] set_page_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __calc_delta
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __switch_to_asm
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] mmu_shrink_count
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] balance_rt
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] __schedule
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] schedule
     0.00%     0.00%  migration/21     [kernel.kallsyms]          [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] task_work_run
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] pid_revalidate
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1      [.] evbuffer_get_length
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] dnotify_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __x64_sys_close
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] close_fd
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] sugov_iowait_apply
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] update_group_capacity
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] perf_event_task_tick
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] __hrtimer_run_queues
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] __traverse_mounts
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] __x64_sys_openat
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] do_filp_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] do_sys_openat2
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] hrtimer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] link_path_walk.part.0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] path_openat
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] scheduler_tick
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] step_into
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] tick_sched_handle
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] tick_sched_timer
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] update_process_times
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] walk_component
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] p4d_offset
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] __queue_delayed_work
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] __queue_work
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] insert_work
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] queue_delayed_work_on
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] try_to_wake_up
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] vmstat_shepherd
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] wake_up_process
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __lookup_mnt
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] step_into
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] strncpy
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] proc_task_name
     0.00%     0.00%  memtier_benchma  memtier_benchmark          [.] _ZN9run_stats5mergeERKS_i
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __d_lookup
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] __update_load_avg_cfs_rq
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] activate_task
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] attach_task
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] cpu_stopper_thread
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] enqueue_entity
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] enqueue_task
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] smpboot_thread_fn
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] update_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] deactivate_slab
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] setup_object.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __mod_node_page_state
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __lookup_slow
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_utimensat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_utimes
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] proc_fd_instantiate
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] proc_lookupfd
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] proc_lookupfd_common
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] proc_pid_make_inode
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] flush_memcg_stats_dwork
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/u97:0-w  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]          [k] dequeue_entity
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]          [k] __schedule
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]          [k] dequeue_task
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]          [k] dequeue_task_fair
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]          [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_segcblist_accelerate
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __resolve_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] security_inode_permission
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] step_into
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_access
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_faccessat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] hrtimer_forward
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __vma_adjust
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] vma_merge
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] task_sched_runtime
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] thread_group_cputime
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] thread_group_cputime_adjusted
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1      [.] event_mm_free_
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] native_flush_tlb_local
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] resched_curr
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] available_idle_cpu
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] ____sys_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] ___sys_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __sys_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __wake_up
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __wake_up_common
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __wake_up_common_lock
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __wake_up_sync_key
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] autoremove_wake_function
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] default_wake_function
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] ep_poll_callback
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] netlink_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] netlink_unicast
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] sock_def_readable
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] sock_sendmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] try_to_wake_up
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ktime_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] update_group_capacity
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] psi_avgs_work
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/42:2-mm  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] _raw_spin_lock_irq
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_pidfd_open
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] __handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] asm_exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] do_user_addr_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] intel_cpufreq_trace
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] __secure_computing
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] syscall_enter_from_user_mode
     0.00%     0.00%  top              [kernel.kallsyms]          [k] __task_pid_nr_ns
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __get_user_nocheck_1
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] mod_node_page_state
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] ___slab_alloc
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] __device_attach
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] __device_attach_driver
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] __driver_probe_device
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] __kernfs_create_file
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] __kernfs_new_node
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] bus_for_each_drv
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] bus_probe_device
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] cdev_device_add
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] device_add
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] device_initial_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] dpm_sysfs_add
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] driver_probe_device
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] evdev_connect
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hid_add_device
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hid_connect
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hid_device_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hid_generic_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hid_hw_start
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hidinput_connect
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] hub_event
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] input_attach_handler
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] input_register_device.cold
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] internal_create_group
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] kernfs_new_node
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] kmem_cache_alloc
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] new_slab
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] really_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] sysfs_add_file_mode_ns
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] sysfs_create_group
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usb_generic_driver_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usb_new_device.cold
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usb_probe_device
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usb_probe_interface
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usb_set_configuration
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] usbhid_probe
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] cgroup_rstat_flush_locked
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] do_swap_page
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] mem_cgroup_flush_stats
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] workingset_refault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] x2apic_send_IPI
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] native_smp_send_reschedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] resched_curr
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] set_next_entity
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] evict
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ext4_clear_inode
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ext4_evict_inode
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] prune_icache_sb
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] super_cache_scan
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] mutex_lock
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] hub_event
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] hub_ext_port_status
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] hub_port_debounce
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] _raw_spin_lock_irqsave
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] enqueue_entity
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] __wake_up
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] __wake_up_common
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] __wake_up_common_lock
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] autoremove_wake_function
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] default_wake_function
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] enqueue_task
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] jbd2_journal_commit_transaction
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] kjournald2
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] try_to_wake_up
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]          [k] ttwu_do_activate
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] sugov_iowait_apply
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __cgroup_throttle_swaprate
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] deferred_split_count
     0.00%     0.00%  memtier_benchma  [vdso]                     [.] 0x00000000000006b8
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] set_task_rq_fair
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pmd_page_vaddr
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] psi_task_switch
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] stop_this_handle
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __ext4_journal_stop
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] __mark_inode_dirty
