# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13String_copier16well_formed_copyEPK15charset_info_stPcmS2_PKcmm
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] resched_curr
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] start_this_handle
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] jbd2__journal_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] set_pgdat_percpu_threshold
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000254fa
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] blk_queue_exit
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8046a
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] try_charge_memcg
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a9514a
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c214
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca2bbb
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK10MDL_ticket26has_stronger_or_equal_typeE13enum_mdl_type
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf65a8
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]           [k] dyntick_save_progress_counter
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]           [k] force_qs_rnp
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] do_syscall_64
     0.00%     0.00%  (sa1)            [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] up_read
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0682
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c45e8a
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN7handler18index_read_idx_mapEPhjPKhm16ha_rkey_function
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d6fb35
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf4bb
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b99f90
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cad464
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] pthread_cond_wait@plt
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7c0a
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK26Type_handler_string_result36Item_func_int_val_fix_length_and_decEP17Item_func_int_val
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] memmove
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z16get_quick_selectP5PARAMjP7SEL_ARGjjP11st_mem_root
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] amd_pmu_addr_offset
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] amd_pmu_disable_all
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] perf_event_task_tick
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] scheduler_tick
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] tick_sched_handle
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] tick_sched_timer
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] update_process_times
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] x86_pmu_disable_all
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] __slab_free
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf6425
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] timekeeping_advance
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]           [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] __es_tree_search.isra.0
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] __es_remove_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b9367d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000079c121
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __irq_move_irq
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] apic_set_affinity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] irq_do_set_affinity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] irq_move_masked_irq
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] msi_set_affinity
     0.00%     0.00%  kworker/4:2-dio  [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] wq_worker_sleeping
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK9Field_num8decimalsEv
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]           [k] rb_erase
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a95d41
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000023f2c
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Item_equal11get_mm_treeEP15RANGE_OPT_PARAMPP4Item
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10TABLE_LIST10prep_whereEP3THDPP4Itemb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] wbt_rqw_done
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4b199
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] Tcl_ResetResult
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] __getblk_gfp
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z10sub_selectP4JOINP13st_join_tableb
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] resched_curr
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] __update_blocked_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d01b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9efe4
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001a690
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d72ee3
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] update_irq_load_avg
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dbe0
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] journal_clean_one_cp_list
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __jbd2_journal_clean_checkpoint_list
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d4cc82
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39dee
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c2f1c0
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN20sp_instr_jump_if_not9exec_coreEP3THDPj
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK9Item_func15not_null_tablesEv
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da18a8
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12ae1
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __free_one_page
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __x64_sys_exit_group
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] do_exit
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] do_group_exit
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] exit_mm
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] exit_mmap
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] free_pcppages_bulk
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] free_unref_page_list
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] mmput
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] release_pages
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] tlb_flush_mmu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] unmap_page_range
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] unmap_vmas
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] zap_pmd_range.isra.0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] zap_pte_range
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK12Type_handler15type_collectionEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca9742
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_93
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5TABLE30mark_columns_needed_for_updateEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f33c
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] __dentry_kill
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] do_wait
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] do_wait_pid
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] kernel_wait4
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] proc_invalidate_siblings_dcache
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] release_task
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] wait_task_zombie
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]           [k] nvme_queue_rq
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da167c
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] put_prev_entity
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000079c0c9
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_inode_csum
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca7e87
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] cpumask_next_wrap
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] perf_swevent_start
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c32db1
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] journal_submit_commit_record.part.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] thd_wakeup_subsequent_commits
