# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6099289334419
#
# Children      Self  Command          Shared Object             Symbol                                                                                                                                                                           
# ........  ........  ...............  ........................  .................................................................................................................................................................................
#
     0.00%     0.00%  kworker/7:1      [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9c8a4
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] ixgbe_poll
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] __napi_poll
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] swap_ra_info.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c80204
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9f210
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] switch_ldt
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9f7de
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZNK12Item_splocal12get_variableEP11sp_rcontext
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] clear_buddies
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] bio_advance
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] timekeeping_advance
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] irq_enter_rcu
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf5ca
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] cpumask_any_but
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZNK8MDL_lock15MDL_backup_lock33incompatible_waiting_types_bitmapEv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] __get_vma_policy
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca0521
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] ghes_proc
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] rebalance_domains
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9dae0
     0.00%     0.00%  kworker/0:6      [kernel.kallsyms]         [k] __wake_up_common
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ce7591
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] __wake_up_common_lock
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] jbd2_journal_dirty_metadata
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN4JOIN24save_explain_data_internEP13Explain_querybbbPKc
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d61264
     0.00%     0.00%  kworker/7:3      [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] page_mapped
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c47b61
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] rcu_core
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d734bc
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccd21b
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] rcu_all_qs
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] __wake_up_common_lock
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] read_tsc
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x00000000000207e1
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]         [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN4JOIN15optimize_stage2Ev
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN3LEX5startEP3THD
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __ghes_peek_estatus.isra.0
     0.00%     0.00%  kworker/15:2-ev  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] account_process_tick
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZNK12Item_splocal12get_rcontextEP11sp_rcontext
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] iov_iter_alignment
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d29919
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]         [k] try_to_wake_up
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] ksys_write
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] vfs_write
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] ext4_check_bdev_write_error
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] timespec64_add_safe
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] next_online_pgdat
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN12Item_splocal10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] try_grab_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] __wake_up_common
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] blk_queue_exit
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] ixgbe_service_task
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9d501
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c42cf2
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9bb09
     0.00%     0.00%  mariadbd         mariadbd                  [.] _Z11check_grantP3THD11privilege_tP10TABLE_LISTbjb
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x000000000001a6b4
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] llist_reverse_order
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] setup_object.isra.0
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] new_sync_write
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sock_sendmsg
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sock_write_iter
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da1a07
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] workingset_eviction
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] __cond_resched
     0.00%     0.00%  kworker/27:2     [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] native_send_call_func_single_ipi
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] ixgbe_watchdog_subtask
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x00000000000255ac
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d900a2
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] percpu_counter_add_batch
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da1880
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] tcp_sendmsg_locked
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] tcp_sendmsg
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da19e8
     0.00%     0.00%  kworker/27:2     [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] delay_halt
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000dd2980
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] page_check_dirty_writeback
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d92c11
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] pagevec_move_tail_fn.part.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] down_read_trylock
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d35fb5
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000daf76a
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] timekeeping_adjust.constprop.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] lru_add_drain
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x000000000001a991
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] ixgbe_read_reg
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] ixgbe_update_stats
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN24Item_bool_rowready_func27cleanupEv
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] do_syscall_64
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  mariadbd         libc-2.28.so              [.] __strnlen_avx2
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] raw_notifier_call_chain
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c8bad8
     0.00%     0.00%  kworker/0:6      [kernel.kallsyms]         [k] autoremove_wake_function
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] propagate_entity_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d298f7
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9f8ab
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] autoremove_wake_function
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] end_page_writeback
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] ext4_releasepage
     0.00%     0.00%  mariadbd         mariadbd                  [.] _Z28mysql_audit_release_requiredP3THD
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN7sp_head17execute_procedureEP3THDP4ListI4ItemE
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c802c1
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] perf_swevent_stop
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] __update_blocked_others
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da0970
     0.00%     0.00%  mariadbd         mariadbd                  [.] pthread_mutex_lock@plt
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7257e
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cf8d0f
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] up_write
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] rcu_irq_exit
     0.00%     0.00%  kworker/9:0      [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] workingset_age_nonresident
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  kworker/19:2-mm  [kernel.kallsyms]         [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d74250
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] pud_huge
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d29902
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN5Field25sp_prepare_and_store_itemEP3THDPP4Item
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]         [k] aio_complete_rw
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000eb5962
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] __wake_up_common
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __fprop_inc_percpu
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] kthread_is_per_cpu
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] copy_user_generic_string
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] copy_page_from_iter_atomic
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9fae4
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] try_to_wake_up
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] native_iret
     0.00%     0.00%  kworker/19:2-mm  [kernel.kallsyms]         [k] autoremove_wake_function
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] do_sys_poll
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __x64_sys_poll
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000025519
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da2de1
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] cpumask_any_but
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] rcu_report_qs_rdp
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] __wake_up_common_lock
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] complete
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cb15af
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000768657
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] down_write_killable
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] update_pvclock_gtod
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __sbq_wake_up
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000daf495
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN16Diagnostics_area22reset_diagnostics_areaEv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] bh_uptodate_or_lock
     0.00%     0.00%  kworker/19:2-mm  [kernel.kallsyms]         [k] try_to_wake_up
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] swap_duplicate
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN3THD12sp_eval_exprEP5FieldPP4Item
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] wake_up_page_bit
