# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 23811225081354
#
# Children      Self  Command          Shared Object          Symbol                                             
# ........  ........  ...............  .....................  ...................................................
#
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpuacct_account_field
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] put_prev_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __free_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_zspage
     0.00%     0.00%  redis-server     redis-check-rdb        [.] processCommand
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __next_timer_interrupt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tcp_options_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __tcp_retransmit_skb
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __tcp_transmit_skb
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tcp_retransmit_skb
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tcp_retransmit_timer
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tcp_write_timer
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tcp_write_timer_handler
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __swap_entry_free_locked
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     redis-check-rdb        [.] createEmbeddedStringObject
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] crypto_comp_decompress
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  redis-server     redis-check-rdb        [.] getGenericCommand
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x000000000019cecc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_task_rq_fair
     0.00%     0.00%  top              [kernel.kallsyms]      [k] getname
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x000000000009491c
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_run_queues
     0.00%     0.00%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection16process_responseEv
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_group_capacity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] housekeeping_cpumask
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] process_timeout
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]      [k] i40e_detect_recover_hung
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __wait_on_bit
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __wait_on_buffer
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] bit_wait_io
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] io_schedule
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] jbd2_journal_commit_transaction
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] kjournald2
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] out_of_line_wait_on_bit
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __switch_to_asm
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] expand_files
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] radix_tree_node_rcu_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mntput_no_expire
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] terminate_walk
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] complete
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pid_delete_dentry
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] profile_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] set_next_entity
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __switch_to_xtra
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] move_pages_to_lru
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_gp_kthread_wake
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_one_user
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __ptrace_may_access
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __init_swait_queue_head
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] single_start
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] clear_page_erms
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] alloc_pages_vma
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] swapin_readahead
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_scan_start
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __task_rq_lock
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     redis-check-rdb        [.] writeToClient
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  redis-server     redis-check-rdb        [.] listDelNode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mutex_init
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] cpumask_next_and
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] errseq_sample
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25ed
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25c0
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] _find_first_bit
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] css_next_descendant_pre
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_extract_done_cbs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_clock_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] common_nsleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_nanosleep
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __note_gp_changes
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] kcompactd_do_work
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] add_interrupt_randomness
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __common_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] asm_common_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] common_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] handle_edge_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] handle_irq_event
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] process_measurement
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kvfree
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] memcpy
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timekeeping_update
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_segcblist_accelerate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_accelerate_cbs
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] memset
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_dec
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] switch_fpu_return
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sugov_iowait_apply
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_get_total_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __calc_delta
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] kthread_should_stop
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] __switch_to_asm
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] trigger_load_balance
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] prepare_to_swait_event
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __next_timer_interrupt
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000001b2f9c
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] put_page
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] __update_load_avg_se
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] set_next_entity
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     redis-check-rdb        [.] freeMemoryIfNeeded
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __update_idle_core
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] pick_next_task_idle
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b24f5
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_pid_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] delayed_work_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] idr_find
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ext4_journal_get_write_access
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pick_file
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25ff
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] nd_jump_root
     0.00%     0.00%  redis-server     libc.so.6              [.] __getpid
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] journal_submit_commit_record.part.0
     0.00%     0.00%  jbd2/nvme0n1p5-  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_vsize
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] calc_wheel_index
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] kstat_irqs_usr
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __es_insert_extent
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] housekeeping_cpumask
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]      [k] i40e_stat_update48
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     redis-check-rdb        [.] 0x0000000000101c58
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1  [.] 0x000000000001b284
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] __switch_to_asm
     0.00%     0.00%  redis-server     redis-check-rdb        [.] addReplyLongLongWithPrefix
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] policy_nodemask
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] __dput_to_list
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] d_invalidate
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] d_lru_del
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] do_exit
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] list_lru_del
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] proc_flush_pid
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] proc_invalidate_siblings_dcache
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] release_task
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] shrink_dcache_parent
     0.00%     0.00%  :-1              [kernel.kallsyms]      [k] shrink_dentry_list
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] arch_local_irq_disable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] locks_remove_posix
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]      [k] strnlen
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __percpu_counter_sum
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] fprop_new_period
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] writeout_period
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_min_vruntime
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] pull_rt_task
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] nvme_setup_cmd
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __blk_mq_try_issue_directly
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blk_finish_plug
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blk_flush_plug_list
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blk_mq_flush_plug_list
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blk_mq_sched_insert_requests
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] nvme_queue_rq
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] read_pages
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] native_sched_clock
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] sched_clock_cpu
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] update_rq_clock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raise_softirq
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __sched_setaffinity
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __x64_sys_sched_setaffinity
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] sched_setaffinity
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_block_write_begin
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     libc.so.6              [.] pthread_mutex_unlock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] del_timer_sync
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kmem_cache_alloc
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mce_setup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] machine_check_poll
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mce_timer_fn
     0.00%     0.00%  top              [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] pid_revalidate
     0.00%     0.00%  top              [kernel.kallsyms]      [k] walk_component
