# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50761234243824
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] p4d_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] aa_get_task_label
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_advance
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_enqueue
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_vsize
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] jbd2_journal_commit_transaction
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] jbd2_journal_get_descriptor_buffer
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] kjournald2
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  jbd2/nvme0n1p4-  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_entry_free_locked
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ___slab_alloc
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __cpuset_node_allowed
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] bio_alloc_bioset
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ext4_read_bh_nowait
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] kmem_cache_alloc
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] mempool_alloc
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] mempool_alloc_slab
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] submit_bh
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] submit_bh_wbc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lockref_get_not_dead
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_from_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_flush_plug_list
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] __switch_to_xtra
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] __switch_to
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_group_capacity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __hrtimer_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_pid_permission
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dnotify_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_run_queues
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/8:2-mm_  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] jbd2_journal_shrink_scan
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __switch_to_xtra
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _mix_pool_bytes
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __common_interrupt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mix_pool_bytes
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] add_interrupt_randomness
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] asm_common_interrupt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] common_interrupt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] handle_edge_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] handle_irq_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] skip_atoi
     0.00%     0.00%  kworker/40:2-mm  [unknown]              [.] 0000000000000000
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] group_balance_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] jbd2_journal_grab_journal_head
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] ext4_releasepage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] jbd2_journal_try_to_free_buffers
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_release_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25aa
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ntp_tick_length
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __part_end_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] disk_end_io_acct
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_journal_check_start
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] mem_cgroup_wb_stats
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] wb_over_bg_thresh
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] find_vma
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __x64_sys_poll
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_sys_poll
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] switch_ldt
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpuacct_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] switch_ldt
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     redis-check-rdb        [.] getGenericCommand
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] errseq_sample
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_task_to_inode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vma_policy_mof
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __get_task_comm
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] apparmor_task_getsecid
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] add_mm_counter_fast
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  top              [kernel.kallsyms]      [k] pid_nr_ns
     0.00%     0.00%  top              [kernel.kallsyms]      [k] next_tgid
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] __percpu_counter_sum
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] __wb_calc_thresh
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] fprop_fraction_percpu
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] fprop_reflect_period_percpu.isra.0
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] wb_calc_thresh
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] x2apic_send_IPI
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __smp_call_single_queue
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] send_call_function_single_ipi
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_work_add
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __x64_sys_statx
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_statx
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] user_path_at_empty
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] vfs_statx
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] switch_fpu_return
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __update_load_avg_se
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] drain_zone_pages
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_set_page_dirty
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_work_run_list
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_rq_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] putback_zspage
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] move_to_new_page
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __alloc_file
     0.00%     0.00%  top              [kernel.kallsyms]      [k] alloc_empty_file
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_all_qs
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] kthread_should_stop
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_modified
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_update_time
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] generic_update_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpuacct_account_field
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] balance_stop
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_wants_writenotify
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] enqueue_timer
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __mod_timer
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  top              [kernel.kallsyms]      [k] memset_erms
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b254b
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] check_preempt_curr
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __queue_delayed_work
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __rq_qos_throttle
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] blk_flush_plug_list
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] blk_mq_flush_plug_list
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] blk_mq_sched_insert_requests
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] ext4_bio_write_page
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] io_schedule
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] kblockd_mod_delayed_work_on
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] mod_delayed_work_on
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] rq_qos_wait
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] wbt_wait
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_segcblist_accelerate
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_accelerate_cbs
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __virt_addr_valid
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __check_object_size
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] getname
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] getname_flags.part.0
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] strncpy_from_user
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __f_unlock_pos
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] filp_close
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] do_arch_prctl_common
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  bash             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/29     [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] number
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] vsnprintf
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __clear_user
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_execve
