# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_put_decimal_ll
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_next_buddy
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] journal_end_buffer_io_sync
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __xas_next
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __lookup_mnt
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_chmod
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_fchmodat
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_accelerate_cbs
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __note_gp_changes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] perf_event_task_tick
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] hrtimer_interrupt
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] scheduler_tick
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] swapin_readahead
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] crypto_comp_decompress
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __ext4_iget
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] ext4_lookup
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] rcu_cblist_dequeue
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] try_module_get
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] getname
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] getname_flags.part.0
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] cgroup_rstat_exit
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] css_free_rwork_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_accelerate_cbs_unlocked
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] can_migrate_task
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __page_cache_alloc
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_insert_done_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] warn_alloc
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_init
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] set_pfnblock_flags_mask
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] __free_pages
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] __free_slab
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] __slab_free
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] __unfreeze_partials
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] discard_slab
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] put_cpu_partial
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/33     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __kmalloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] prepare_creds
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] security_prepare_creds
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next_and
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __switch_to
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __d_lookup_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] fib_info_nh_uses_dev
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __fib_validate_source
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] fib_validate_source
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_rcv_finish_core.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_route_input_noref
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_route_input_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_route_input_slow
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __this_module+0x8000000086c7
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __seccomp_filter
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __secure_computing
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __find_get_block
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __node_distance
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] map_id_up
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] cp_new_stat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] from_kuid_munged
     0.00%     0.00%  migration/35     [kernel.kallsyms]      [k] arch_touch_nmi_watchdog
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]      [k] strscpy
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000001b2f9c
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] ktime_get
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] get_cpu_idle_time_us
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] get_idle_time
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] show_stat
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] step_into
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] blk_stat_timer_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] number
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] dev_attr_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] dev_uevent
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] input_add_uevent_bm_var
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] input_bits_to_string
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] input_dev_uevent
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] input_print_bitmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] kernfs_seq_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] snprintf
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] sysfs_kf_seq_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] uevent_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] vsnprintf
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fdget_pos
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] putname
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __this_module+0x8000000083ed
     0.00%     0.00%  top              [kernel.kallsyms]      [k] put_dec_full8
     0.00%     0.00%  top              [kernel.kallsyms]      [k] num_to_str
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_put_decimal_ull
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_put_decimal_ull_width
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] buffer_migrate_page_norefs
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] invalidate_bh_lrus
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] balance_stop
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_swap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] stop_two_cpus
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __pagevec_lru_add
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] putback_lru_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __task_pid_nr_ns
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] schedule_tail
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] fput
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/39:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] xas_load
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] rcu_all_qs
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/11:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_map_object
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  top              [kernel.kallsyms]      [k] get_wchan
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __pollwait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] add_wait_queue
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] blk_stat_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ptep_modify_prot_commit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] call_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] bio_free
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] bio_put
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ext4_end_bio
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mempool_free
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mempool_free_slab
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] mntput_no_expire
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] switch_fpu_return
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.00%     0.00%  top              [kernel.kallsyms]      [k] security_file_free
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  top              [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] may_expand_vm
     0.00%     0.00%  top              [kernel.kallsyms]      [k] get_pid_task
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] pid_revalidate
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __wait_for_common
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] stop_two_cpus
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] wait_for_completion
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] update_min_vruntime
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] futex_wait
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] futex_wait_queue_me
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mutex_unlock
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __dquot_alloc_space
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_reserve_space
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __legitimize_mnt
