# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 484K of event 'cycles'
# Event count (approx.): 18141146334815
#
# Children      Self  Command          Shared Object             Symbol                                                                
# ........  ........  ...............  ........................  ......................................................................
#
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000001fa40
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ceb2
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010b74
     0.00%     0.00%  top              libc-2.28.so              [.] _IO_vfscanf
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001382d
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] asm_sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] sched_ttwu_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] sysvec_call_function_single
     0.00%     0.00%  systemd          [kernel.kallsyms]         [k] __default_send_IPI_dest_field
     0.00%     0.00%  systemd          [kernel.kallsyms]         [k] default_send_IPI_mask_sequence_phys
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009d57
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] profile_tick
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000195cc
     0.00%     0.00%  top              [kernel.kallsyms]         [k] do_syscall_64
     0.00%     0.00%  top              [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016e87
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] hrtimer_start_range_ns
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] do_dentry_open
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] vfs_read
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] ksys_read
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002050a
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010c90
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ec66
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __swap_entry_free
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] free_swap_slot
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] swapcache_free_entries
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] rcu_gp_cleanup
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b04b
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] __radix_tree_lookup
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] asm_exc_page_fault
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] do_swap_page
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] exc_page_fault
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] handle_mm_fault
     0.00%     0.00%  sssd             [kernel.kallsyms]         [k] mem_cgroup_swapin_charge_page
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000193c5
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] memset
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] zero_user_segments
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f923
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000015bb6
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013874
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] rcu_pending
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] __run_hrtimer
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] rcu_sched_clock_irq
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] tick_sched_handle
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] tick_sched_timer
     0.00%     0.00%  kworker/27:1-mm  [kernel.kallsyms]         [k] update_process_times
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]         [k] alloc_pages
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cb43
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001978d
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] lzo1x_decompress_safe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] bdev_read_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_swap_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] lzorle_decompress
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] swap_readpage
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] zcomp_decompress
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] zram_rw_page
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016e9b
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000950b
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ecc2
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] ext4_es_count
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001bae6
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] inode_permission.part.0
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] may_open
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] balance_rt
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  migration/0      [kernel.kallsyms]         [k] smpboot_thread_fn
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d1e8
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f843
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] resched_curr
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x0000000000000aca
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009d50
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] pvclock_gtod_notify
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002049c
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] bit_cursor
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] fb_flashcursor
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000021cb7
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] __note_gp_changes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ce67
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __handle_irq_event_percpu
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] handle_edge_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] handle_irq_event
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] __free_one_page
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/5:1-mm_  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] raw_spin_rq_lock_nested
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea47
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000158c3
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea30
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024c35
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f9a2
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016ece
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] rcu_read_unlock_strict
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001f137
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] unlock_page
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000011363
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001346e
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000001fa4f
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] blk_start_plug
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000014054
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000022266
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010c70
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009888
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] __do_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_read_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] ext4_filemap_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] filemap_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] wait_on_page_bit_common
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] hrtimer_forward
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] free_unref_page_list
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d9e5
     0.00%     0.00%  kworker/10:2-ev  [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000015bc9
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __x86_indirect_thunk_r15
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000113ff
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] calc_wheel_index
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] __mod_timer
     0.00%     0.00%  memcached        [vdso]                    [.] 0x0000000000000800
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013a21
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016f07
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000024ad7
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea09
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea6d
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea83
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001bbdc
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ce54
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001343b
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] hrtimer_wakeup
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000163fb
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000021f48
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] native_flush_tlb_one_user
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __ghes_peek_estatus.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] flush_tlb_one_kernel
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] ghes_copy_tofrom_phys
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] ghes_poll_func
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] ghes_proc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] native_set_fixmap
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] down_read_trylock
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] page_lock_anon_vma_read
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] rmap_walk_anon
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] try_to_unmap
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016e77
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea4b
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001342c
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]         [k] __rdgsbase_inactive
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001484f
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000020512
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d05a
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000094d3
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d548
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x0000000000000b0c
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] rcu_do_batch
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001134c
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d59f
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000197d2
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] update_sg_lb_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] find_busiest_group
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]         [k] lzo1x_decompress_safe
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]         [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]         [k] lzorle_decompress
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]         [k] zcomp_decompress
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] lzo1x_decompress_safe
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] lzorle_decompress
     0.00%     0.00%  gmain            [kernel.kallsyms]         [k] zcomp_decompress
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f9b9
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] page_add_new_anon_rmap
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000002064d
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] update_curr
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] dequeue_entity
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f370
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f2f7
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea7e
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000016eb4
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x0000000000000b1b
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002fb07
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000098a6
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] rcu_implicit_dynticks_qs
     0.00%     0.00%  memcached        [vdso]                    [.] 0x0000000000000806
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea5d
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000af3f
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] __free_one_page
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001636c
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000021b9e
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] exit_to_user_mode_loop
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000158d6
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000020521
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] free_unref_page_list
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] release_pages
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001bc7f
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] blkcg_iolatency_done_bio
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __rq_qos_done_bio
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] bio_endio
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] blk_mq_end_request
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] blk_update_request
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] nvme_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] nvme_process_cq
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] arch_scale_freq_tick
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f917
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]         [k] __free_one_page
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000986a
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cb7b
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] try_to_inc_min_seq
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000ae9f
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b0f0
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] llist_add_batch
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001971c
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] lzo1x_decompress_safe
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] bdev_read_page
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] do_swap_page
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] exc_page_fault
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] handle_mm_fault
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] lzorle_decompress
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] swap_readpage
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] zcomp_decompress
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  NetworkManager   [kernel.kallsyms]         [k] zram_rw_page
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024c1b
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] sched_clock_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] update_vsyscall
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] kthread_is_per_cpu
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] __drain_all_pages
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000022216
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f9b9
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] kfree_rcu_shrink_count
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] memcpy
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f785
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] tcp_wfree
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __napi_poll
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] ixgbe_clean_tx_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] ixgbe_poll
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] napi_consume_skb
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] net_rx_action
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] skb_release_head_state
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __lookup_slow
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] ext4_lookup.part.0
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] walk_component
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001486e
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] ptep_set_access_flags
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013448
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013c49
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000093e8
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f797
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b079
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cf54
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024bc5
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] native_irq_return_iret
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000021bfe
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001c4dd
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001b854
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f8f3
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] buffer_check_dirty_writeback
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000aeb7
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] mpage_process_page_bufs
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] __writeback_single_inode
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] do_writepages
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] ext4_writepages
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] mpage_prepare_extent_to_map
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] wb_check_start_all
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] wb_do_writeback
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] wb_workfn
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] wb_writeback
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]         [k] writeback_sb_inodes
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] queued_read_lock_slowpath
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010c19
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] fold_diff
