# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26161556673991
#
# Children      Self  Command          Shared Object        Symbol                                          
# ........  ........  ...............  ...................  ................................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] pte_alloc_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] sugov_iowait_apply
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] i40e_detect_recover_hung
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] task_work_add
     0.00%     0.00%  redis-server     libc.so.6            [.] 0x00000000001b23f5
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] proc_reg_read
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] seq_read
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] memcpy_erms
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __free_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] free_zspage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] unlock_page
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __radix_tree_lookup
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] radix_tree_lookup
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] mutex_lock
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  redis-server     libc.so.6            [.] 0x00000000001b25aa
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  kworker/45:3-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/45:3-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/45:3-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/45:3-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/45:3-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rwsem_mark_wake
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] try_to_wake_up
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] do_futex
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] futex_wake
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] wake_up_q
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] vm_stat_account
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] update_blocked_averages
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] __pagevec_lru_add
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] lru_add_drain
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rb_erase
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] update_load_avg
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] dequeue_entity
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] dequeue_task
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] schedule_hrtimeout_range
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] get_partial_node.part.0
     0.00%     0.00%  top              [kernel.kallsyms]    [k] seq_put_decimal_ull_width
     0.00%     0.00%  top              [kernel.kallsyms]    [k] seq_put_decimal_ull
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] fput_many.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] put_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] dqcache_shrink_count
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  migration/18     [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  migration/18     [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __find_get_block
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __ext4_get_inode_loc
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __getblk_gfp
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_get_inode_loc
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] update_cfs_group
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] deactivate_task
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] dequeue_entity
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] dequeue_task
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] dequeue_task_fair
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/1      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] update_curr_fair
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] lru_gen_add_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] __pagevec_lru_add
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] lru_add_drain
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] lru_add_drain_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] lockref_get_not_dead
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __pmd_trans_huge_lock
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] pgd_none
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] find_busiest_group
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] load_balance
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __split_vma
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __do_munmap
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __vm_munmap
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __x64_sys_munmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] zs_unmap_object
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] destroy_worker
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] idle_worker_timeout
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]    [k] pick_next_entity
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  top              [kernel.kallsyms]    [k] strncpy_from_user
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] make_kuid
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ksm_migrate_page
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] psi_group_change
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] dequeue_task
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] migration_cpu_stop
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] move_queued_task
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] psi_task_change
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] pick_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] cpuacct_account_field
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] __printk_safe_enter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] cr4_update_irqsoff
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] mem_cgroup_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] migrate_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] page_counter_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] skb_defer_rx_timestamp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] irq_work_run_list
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] lockref_put_return
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __mem_cgroup_charge
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] __x64_sys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] asm_exc_page_fault
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] copy_user_enhanced_fast_string
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] do_user_addr_fault
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] exc_page_fault
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] ext4_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] filemap_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] generic_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] handle_mm_fault
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] ksys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] new_sync_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]    [k] vfs_read
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] try_to_wake_up
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] __queue_work
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] bit_cursor
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] drm_fb_helper_damage.isra.0
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] drm_fbdev_fb_imageblit
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] insert_work
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] queue_work_on
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] soft_cursor
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] _find_first_zero_bit
     0.00%     0.00%  top              [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.00%     0.00%  top              [kernel.kallsyms]    [k] __kmalloc_node
     0.00%     0.00%  top              [kernel.kallsyms]    [k] obj_cgroup_charge
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] worker_enter_idle
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] native_set_pmd
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __pmd_alloc
     0.00%     0.00%  top              [kernel.kallsyms]    [k] nr_blockdev_pages
     0.00%     0.00%  top              [kernel.kallsyms]    [k] meminfo_proc_show
     0.00%     0.00%  top              [kernel.kallsyms]    [k] new_sync_read
     0.00%     0.00%  top              [kernel.kallsyms]    [k] proc_reg_read_iter
     0.00%     0.00%  top              [kernel.kallsyms]    [k] si_meminfo
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] kvfree
     0.00%     0.00%  redis-server     redis-check-rdb      [.] handleClientsWithPendingWrites
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] i40e_stat_update48
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] i40e_update_eth_stats
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] i40e_update_vsi_stats
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] task_vsize
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __do_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] filemap_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] unlock_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] wake_page_function
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] wake_up_page_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] wake_up_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  top              [kernel.kallsyms]    [k] __ptrace_may_access
     0.00%     0.00%  top              [kernel.kallsyms]    [k] ptrace_may_access
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] mntput_no_expire
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] terminate_walk
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] tg_set_cfs_bandwidth
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] __x64_sys_write
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] cgroup_file_write
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] cpu_max_write
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] kernfs_fop_write_iter
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] ksys_write
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] new_sync_write
     0.00%     0.00%  systemd          [kernel.kallsyms]    [k] vfs_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] format_decode
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] seq_printf
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] __free_one_page
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] drain_zone_pages
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] dnotify_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __ptrace_may_access
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ptrace_may_access
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] intel_pmu_disable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] calc_global_load
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __lock_text_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] swap_cgroup_record
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] lzorle_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] crypto_comp_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] zcomp_decompress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] deferred_split_count
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] native_write_msr
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] native_smp_send_reschedule
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] resched_curr
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] x2apic_send_IPI
     0.00%     0.00%  top              [kernel.kallsyms]    [k] errseq_sample
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] extfrag_for_order
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] multi_cpu_stop
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/8      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] cpumask_next_wrap
     0.00%     0.00%  migration/32     [kernel.kallsyms]    [k] __switch_to_asm
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] update_curr
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] put_prev_entity
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] put_prev_task_fair
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] check_pte
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] cursor_timer_handler
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] do_futex
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] futex_wake
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] wake_up_q
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/u98:4-w  [kernel.kallsyms]    [k] get_nr_dirty_inodes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] mod_timer
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __get_vma_policy
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] unlock_page
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]    [k] blkcg_rstat_flush
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] swap_duplicate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] completion_done
     0.00%     0.00%  top              [kernel.kallsyms]    [k] get_pid_task
     0.00%     0.00%  top              [kernel.kallsyms]    [k] pid_revalidate
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] psi_group_change
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] psi_task_switch
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] memcg_check_events
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] uncharge_batch
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] __x64_sys_epoll_pwait
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] do_epoll_pwait.part.0
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] do_epoll_wait
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] schedule_hrtimeout_range
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] hrtimer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] percpu_counter_add_batch
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_claim_free_clusters
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] arch_do_signal_or_restart
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] exit_to_user_mode_prepare
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] irqentry_exit
