# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25143269676548
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fget_files
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] scheduler_tick
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] task_tick_fair
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ksm_might_need_to_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] copy_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] dev_attr_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] kernfs_fop_read_iter
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] kernfs_seq_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] new_sync_read
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] seq_read_iter
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] sysfs_kf_seq_show
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __wait_for_common
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] affine_move_task
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] wait_for_completion
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] __x64_sys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] ext4_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] filemap_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] generic_file_read_iter
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] new_sync_read
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] memcpy_erms
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] next_demotion_node
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] sugov_update_single_freq
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] try_to_unmap_flush
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/23:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_numa_find_cpu
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] css_next_descendant_pre
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __pagevec_lru_add
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __do_sys_newfstatat
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __ext4_iget
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __x64_sys_newfstatat
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] ext4_lookup
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] user_path_at_empty
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] vfs_statx
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_add_drain_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_add_drain
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] zs_compact
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] zs_shrinker_scan
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] swap_duplicate
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/9      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] inactive_is_low
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b254b
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dyntick_save_progress_counter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] plist_requeue
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] mod_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mempolicy_slab_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] generic_exec_single
     0.00%     0.00%  package-data-do  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strlen
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rmap_walk_file
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] ext4_bio_write_page
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] mpage_submit_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kick_process
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] filp_close
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] fput_many.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mmput
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] deactivate_task
     0.00%     0.00%  redis-server     redis-check-rdb        [.] siphash
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clean_buffers
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_journal_check_start
     0.00%     0.00%  memtier_benchma  memtier_benchmark      [.] move_next
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __slab_free
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_ptp_tx_hang
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __irqentry_text_end
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] send_call_function_single_ipi
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __count_memcg_events
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] balance_dirty_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_wb_stats
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __rb_insert_augmented
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __vma_link_rb
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pmd_val
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_vsize
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_flush_plug_list
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_finish_plug
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] strlen
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] kernfs_find_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] group_balance_cpu
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] idr_get_free
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] __kernfs_create_file
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] __kernfs_new_node
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] cdev_device_add
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] dpm_sysfs_add
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] evdev_connect
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hid_add_device
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hid_connect
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hid_device_probe
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hid_generic_probe
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hid_hw_start
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hidinput_connect
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] idr_alloc_cyclic
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] idr_alloc_u32
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] input_attach_handler
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] input_register_device.cold
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] kernfs_new_node
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] sysfs_add_file_mode_ns
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] sysfs_merge_group
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] usb_probe_interface
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] usbhid_probe
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] watchdog_timer_fn
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] can_migrate_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_group_capacity
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] chacha_block_generic
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_task_rq_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] migrate_disable
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] bit_cursor
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] drm_fb_helper_damage.isra.0
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] drm_fbdev_fb_imageblit
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] fb_flashcursor
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] soft_cursor
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] locks_remove_file
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] isolate_lru_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] effective_cpu_util
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] idr_find
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] sugov_get_util
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_pmu_handle_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_root
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raise_softirq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_task_getsecid_subj
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] bio_associate_blkg_from_css
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] __ext4_iget
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] __x64_sys_execve
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] bio_associate_blkg
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] bprm_execve
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_execveat_common
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_open_execat
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] ext4_lookup
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] ext4_read_bh_lock
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] ext4_read_bh_nowait
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] load_elf_binary
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] open_exec
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] submit_bh
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] submit_bh_wbc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] memset_erms
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __x64_sys_read
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] kernfs_fop_read_iter
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] kvmalloc_node
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] new_sync_read
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] seq_read_iter
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] apparmor_cred_free
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] security_cred_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] process_measurement
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_smp_send_reschedule
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] _nohz_idle_balance.constprop.0.isra.0
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  kworker/32:1+ev  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] may_expand_vm
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raw_notifier_call_chain
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_inode_block_valid
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __ext4_ext_check
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __x64_sys_ftruncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_sys_ftruncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_truncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_ext_remove_space
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_ext_truncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_setattr
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_truncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] notify_change
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/17     [kernel.kallsyms]      [k] smpboot_thread_fn
