# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 343K of event 'cycles'
# Event count (approx.): 24922430201920
#
# Children      Self  Command          Shared Object      Symbol                                         
# ........  ........  ...............  .................  ...............................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] num_to_str
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __mod_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] set_normalized_timespec64
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] lock_timer_base
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] update_blocked_averages
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_forward
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_write
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_file_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] generic_perform_write
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ksys_write
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] new_sync_write
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] vfs_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] update_min_vruntime
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] chacha_block_generic
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __x64_sys_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_file_write_iter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ksys_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] new_sync_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] vfs_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __fput
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_latency_qos_limit
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] sched_clock
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] irqentry_enter
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] can_stop_idle_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] get_swap_device
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sched_clock_idle_wakeup_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] intel_cpufreq_trace
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] show_interrupts
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] note_gp_changes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __cpuset_node_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mempolicy_slab_node
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] calc_global_load_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] arch_local_irq_disable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] process_timeout
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pmd_pfn
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] timerqueue_add
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] file_free_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] trigger_load_balance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] up_read
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpumask_next_and
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_add_new_anon_rmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] copy_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] move_to_new_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] perf_event_mmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] chacha_permute
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_da_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] grab_cache_page_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] pagecache_get_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] errseq_sample
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] profile_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] invoke_rcu_core
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] seq_put_decimal_ll
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] _raw_spin_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] irq_enter_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] free_swap_cache
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] deactivate_slab
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] timekeeping_max_deferment
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpufreq_stats_record_transition
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ktime_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] calc_load_nohz_stop
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] vmacache_find
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __cpuset_node_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] hrtick_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_mark_iloc_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_dirty_inode
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] file_modified
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] file_update_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] generic_update_time
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] chacha_permute
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] chacha_block_generic
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] inode_permission.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rmap_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rmap_walk_anon
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] single_release
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] seq_put_decimal_ull
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] seq_put_decimal_ull_width
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] effective_cpu_util
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] sugov_get_util
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] down_read
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rwsem_down_read_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] proc_task_name
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  memtier_benchma  memtier_benchmark  [.] move_next
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] i40e_update_pf_stats
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] i40e_service_task
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __lock_task_sighand
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%     0.00%  redis-server     libc.so.6          [.] epoll_wait
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __calc_delta
     0.00%     0.00%  top              [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  top              [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] idle_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] invoke_rcu_core
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%     0.00%  redis-server     redis-check-rdb    [.] dictSdsKeyCompare
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] native_write_msr
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] step_into
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __note_gp_changes
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] seq_printf
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] nohz_balance_exit_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] irq_work_tick
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] irq_work_run_list
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] __mod_timer
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pick_next_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __x64_sys_exit_group
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] do_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] do_group_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] exit_mmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mmput
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] swap_slot_free_notify
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] mem_cgroup_swapin_uncharge_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] file_ra_state_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] mem_cgroup_swap_full
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] release_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] lru_note_cost
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ntp_tick_length
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __free_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __put_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] free_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] zcomp_stream_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] memcg_check_events
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] idr_find
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] do_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] drain_zone_pages
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] page_endio
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ksm_might_need_to_copy
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ktime_get_with_offset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rwsem_spin_on_owner
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] migrate_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] policy_nodemask
     0.00%     0.00%  memtier_benchma  libc.so.6          [.] cfree
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __put_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __queue_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] delayed_work_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sugov_iowait_apply
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_report_qs_rnp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] vma_set_page_prot
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] send_call_function_single_ipi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rcu_report_qs_rnp
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __swap_entry_free_locked
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] tick_irq_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] timer_clear_idle
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_exit_group
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_exit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_group_exit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] exit_mmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] mmput
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] detach_entity_cfs_rq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] filename_lookup
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] path_lookupat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] user_path_at_empty
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] invalidate_user_asid
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_note_context_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] task_tick_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] irq_work_tick
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __do_sys_clone
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_clone
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] copy_process
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] dup_mm
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] kernel_clone
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] vm_area_dup
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] update_group_capacity
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_nmi_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __netif_schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] dev_watchdog
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] update_vsyscall
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/3:0-mm_  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  kworker/3:0-mm_  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/3:0-mm_  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/3:0-mm_  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  kworker/3:0-mm_  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_next_hrtimer
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_add_anon_rmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] remove_migration_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] sugov_iowait_boost
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] xas_store
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] sugov_iowait_apply
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __x2apic_send_IPI_mask
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] native_send_call_func_ipi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] x2apic_send_IPI_mask
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __irqentry_text_end
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] osq_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] security_inode_permission
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] crc_88
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] crypto_shash_update
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_io_end_vec
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_extent_block_csum_set
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_map_blocks
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] process_measurement
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] blkcg_maybe_throttle_current
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] setup_object.isra.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] strscpy
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] put_dec_trunc8
     0.00%     0.00%  redis-server     redis-check-rdb    [.] processMultibulkBuffer
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] set_root
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] nd_jump_root
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] path_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] getname
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] deactivate_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rebalance_domains
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __x64_sys_close
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] deactivate_slab
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] run_timer_softirq
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] lookup_fast
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] pid_revalidate
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] security_file_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] path_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] intel_pmu_enable_all
